12:00,84,81,89,S,6,0,29.79,0.0,Partly
12:30,82,79,89,SW,8,0,29.79,0.0,Partly
1:00,82,79,89,VAR,2,0,29.76,0.0,Partly
1:30,82,79,89,S,5,0,29.76,0.0,Partly
2:00,82,77,84,SSW,6,0,29.76,0.0,Partly
2:30,82,77,84,SSW,3,0,29.76,0.0,Partly
3:00,82,77,84,SW,3,0,29.76,0.0,Partly
3:30,81,77,89,VAR,1,0,29.76,0.0,Partly
4:00,82,75,79,SSW,3,0,29.76,0.0,Partly
4:30,81,75,84,W,2,0,29.76,0.0,Partly
5:00,81,75,84,VAR,2,0,29.76,0.0,Partly
5:30,82,77,84,VAR,1,0,29.79,0.0,Partly
6:00,82,77,84,CALM,0,0,29.76,0.0,Mostly
6:30,84,79,84,VAR,2,0,29.79,0.0,Fair
7:00,86,79,79,SSE,5,0,29.79,0.0,Fair
7:30,88,79,75,VAR,3,0,29.82,0.0,Fair
8:00,88,79,75,SSE,6,0,29.82,0.0,Fair
8:30,90,77,66,SE,6,0,29.82,0.0,Fair
9:00,90,77,66,SSW,6,0,29.82,0.0,Partly
9:30,90,77,66,S,6,0,29.82,0.0,Mostly
10:00,91,77,63,S,7,0,29.82,0.0,Mostly
10:30,91,75,59,VAR,3,0,29.82,0.0,Mostly
11:00,95,75,53,SSE,5,0,29.79,0.0,Mostly
11:30,95,73,49,SSE,8,0,29.79,0.0,Mostly
12:00,95,73,49,S,6,0,29.79,0.0,Mostly
12:30,95,73,49,SE,8,0,29.76,0.0,Fair
1:00,97,73,47,SE,8,0,29.73,0.0,Mostly
1:30,97,73,47,S,6,0,29.73,0.0,Partly
2:00,97,72,44,S,6,0,29.70,0.0,Partly
2:30,95,73,49,SSW,7,0,29.70,0.0,Partly
3:00,97,75,50,S,12,0,29.67,0.0,Partly
3:30,95,77,56,S,15,0,29.67,0.0,Partly
4:00,91,77,63,S,14,0,29.70,0.0,Partly
4:30,90,79,70,S,14,0,29.70,0.0,Partly
5:00,90,75,62,S,13,0,29.67,0.0,Partly
5:30,90,73,59,S,9,0,29.73,0.0,Partly
6:00,88,79,75,SSE,9,0,29.73,0.0,Partly
6:30,88,79,75,S,9,0,29.73,0.0,Partly
7:00,88,79,75,SSE,7,0,29.76,0.0,Partly
7:30,88,79,75,SSE,9,0,29.76,0.0,Partly
8:00,88,79,75,S,7,0,29.79,0.0,Partly
8:30,88,77,70,S,6,0,29.79,0.0,Partly
9:00,86,79,79,VAR,2,0,29.82,0.0,Partly
9:30,86,79,79,W,7,0,29.82,0.0,Partly
10:00,84,79,84,W,7,0,29.82,0.0,Partly
10:30,84,79,84,W,6,0,29.82,0.0,Partly
11:00,84,77,79,W,5,0,29.82,0.0,Partly
11:30,84,75,74,W,6,0,29.82,0.0,Partly
